# NACA0012M1
0.254048	0.056068
0.252994	0.056408
0.251939	0.056705
0.250878	0.056959
0.249811	0.057172
0.248732	0.057345
0.247640	0.057477
0.246531	0.057568
0.244900	0.057645
0.242057	0.057763
0.239214	0.057870
0.236372	0.057965
0.233531	0.058050
0.230690	0.058122
0.227849	0.058184
0.225010	0.058234
0.222170	0.058273
0.219332	0.058300
0.216419	0.058317
0.213429	0.058331
0.210439	0.058341
0.207449	0.058349
0.204459	0.058354
0.201469	0.058355
0.198479	0.058354
0.195489	0.058351
0.192499	0.058344
0.189509	0.058334
0.186519	0.058322
0.183528	0.058306
0.180538	0.058288
0.177548	0.058267
0.174558	0.058243
0.171567	0.058216
0.168577	0.058187
0.165587	0.058154
0.162596	0.058119
0.159606	0.058081
0.156615	0.058039
0.153625	0.057995
0.150634	0.057948
0.147643	0.057899
0.144653	0.057846
0.141662	0.057791
0.138735	0.057732
0.135814	0.057667
0.132895	0.057595
0.129975	0.057516
0.127056	0.057430
0.124137	0.057337
0.121219	0.057238
0.118300	0.057131
0.115383	0.057018
0.112465	0.056897
0.109548	0.056770
0.106631	0.056636
0.103715	0.056495
0.100799	0.056347
0.098046	0.056199
0.095547	0.056039
0.093049	0.055853
0.090552	0.055640
0.088057	0.055401
0.085562	0.055134
0.083067	0.054841
0.080687	0.054536
0.079084	0.054300
0.077544	0.054026
0.076020	0.053708
0.074510	0.053347
0.073011	0.052941
0.071523	0.052491
0.070042	0.051995
0.068088	0.051283
0.065382	0.050297
0.062668	0.049319
0.059948	0.048348
0.057778	0.047573
0.055922	0.046869
0.054090	0.046129
0.052279	0.045353
0.050491	0.044540
0.048722	0.043691
0.046973	0.042804
0.045243	0.041881
0.043530	0.040919
0.041835	0.039918
0.040156	0.038879
0.038455	0.037775
0.036513	0.036470
0.034589	0.035137
0.032686	0.033780
0.030804	0.032397
0.028942	0.030988
0.027101	0.029554
0.025281	0.028094
0.023480	0.026608
0.021699	0.025096
0.019937	0.023557
0.018195	0.021992
0.016471	0.020399
0.015051	0.019044
0.013809	0.017797
0.012605	0.016525
0.011437	0.015225
0.010304	0.013898
0.009205	0.012542
0.008140	0.011155
0.007042	0.009648
0.005398	0.007372
0.003735	0.005090
0.002060	0.002813
0.000374	0.000541
-0.001307	-0.001705
-0.002484	-0.003312
-0.003571	-0.004871
-0.004619	-0.006449
-0.005628	-0.008046
-0.006599	-0.009665
-0.007533	-0.011306
-0.008431	-0.012969
-0.009292	-0.014657
-0.010118	-0.016369
-0.010908	-0.018108
-0.011662	-0.019873
-0.012382	-0.021668
-0.013025	-0.023382
-0.013321	-0.024233
-0.013527	-0.024934
-0.013696	-0.025624
-0.013830	-0.026307
-0.013931	-0.026988
-0.014000	-0.027668
-0.014038	-0.028353
-0.014045	-0.029044
-0.014019	-0.029746
-0.013960	-0.030461
-0.013865	-0.031194
-0.013731	-0.031950
-0.013554	-0.032735
-0.013335	-0.033531
-0.013091	-0.034281
-0.012832	-0.034966
-0.012559	-0.035595
-0.012272	-0.036177
-0.011972	-0.036719
-0.011660	-0.037226
-0.011334	-0.037702
-0.010995	-0.038152
-0.010640	-0.038580
-0.010268	-0.038987
-0.009878	-0.039376
-0.009467	-0.039749
-0.009033	-0.040107
-0.008573	-0.040452
-0.008083	-0.040785
-0.007558	-0.041106
-0.006994	-0.041416
-0.006383	-0.041714
-0.005584	-0.042056
-0.003940	-0.042708
-0.002188	-0.043355
-0.000442	-0.043951
0.001298	-0.044497
0.003035	-0.044993
0.004769	-0.045443
0.006502	-0.045845
0.008235	-0.046201
0.009969	-0.046512
0.011705	-0.046779
0.013985	-0.047076
0.016981	-0.047460
0.019978	-0.047845
0.022978	-0.048231
0.025981	-0.048618
0.028985	-0.049005
0.031923	-0.049383
0.034748	-0.049737
0.037574	-0.050080
0.040401	-0.050412
0.043230	-0.050733
0.046060	-0.051043
0.048891	-0.051342
0.051724	-0.051631
0.054557	-0.051908
0.057392	-0.052174
0.060229	-0.052430
0.063066	-0.052674
0.065905	-0.052908
0.068769	-0.053133
0.071696	-0.053356
0.074622	-0.053572
0.077547	-0.053782
0.080472	-0.053986
0.083395	-0.054184
0.086318	-0.054376
0.089240	-0.054561
0.092161	-0.054740
0.095082	-0.054912
0.098001	-0.055079
0.100920	-0.055239
0.103690	-0.055384
0.106246	-0.055497
0.108805	-0.055586
0.111370	-0.055650
0.113939	-0.055691
0.116512	-0.055708
0.119091	-0.055700
0.121674	-0.055669
0.124262	-0.055613
0.126856	-0.055532
0.129454	-0.055428
0.132058	-0.055299
0.134668	-0.055146
0.137272	-0.054969
0.138580	-0.054856
0.139677	-0.054716
0.140740	-0.054539
0.141775	-0.054325
0.142784	-0.054075
0.143771	-0.053789
0.144740	-0.053468
0.145693	-0.053110
0.146633	-0.052715
0.147562	-0.052281
0.148484	-0.051806
0.149401	-0.051288
0.150314	-0.050724
0.151226	-0.050111
0.152140	-0.049443
0.153057	-0.048718
0.154035	-0.047884
0.155030	-0.046974
0.155974	-0.046048
0.156871	-0.045105
0.157724	-0.044143
0.158534	-0.043161
0.159305	-0.042158
0.160038	-0.041130
0.160735	-0.040076
0.161398	-0.038993
0.162169	-0.037621
0.163493	-0.035186
0.164804	-0.032745
0.166101	-0.030296
0.167386	-0.027840
0.168657	-0.025376
0.169916	-0.022906
0.171161	-0.020428
0.172394	-0.017943
0.173237	-0.016243
0.173985	-0.014834
0.174769	-0.013452
0.175592	-0.012095
0.176454	-0.010763
0.177356	-0.009453
0.178299	-0.008164
0.179509	-0.006599
0.180889	-0.004870
0.182296	-0.003166
0.183730	-0.001488
0.185192	0.000167
0.186680	0.001797
0.188197	0.003403
0.189748	0.004993
0.191713	0.006958
0.193741	0.008973
0.195777	0.010980
0.197820	0.012980
0.199871	0.014972
0.201928	0.016957
0.203993	0.018935
0.206065	0.020905
0.208145	0.022868
0.210231	0.024823
0.212325	0.026771
0.214364	0.028653
0.216087	0.030210
0.217829	0.031740
0.219592	0.033243
0.221376	0.034720
0.223180	0.036170
0.225004	0.037595
0.226850	0.038994
0.228718	0.040367
0.230607	0.041715
0.232518	0.043038
0.234451	0.044336
0.236115	0.045411
0.237679	0.046369
0.239263	0.047287
0.240867	0.048165
0.242614	0.049067
0.244803	0.050154
0.246892	0.051163
0.248393	0.051915
0.249853	0.052697
0.251284	0.053515
0.252688	0.054369
0.254066	0.055261
