# NACA0012M2
0.249936	0.046806
0.248079	0.047087
0.246212	0.047324
0.244334	0.047516
0.242443	0.047664
0.240438	0.047770
0.237643	0.047900
0.234846	0.048048
0.232051	0.048213
0.229257	0.048396
0.226465	0.048597
0.223674	0.048815
0.220772	0.049057
0.217742	0.049309
0.214713	0.049556
0.211684	0.049798
0.208654	0.050036
0.205624	0.050269
0.202594	0.050498
0.199563	0.050722
0.196532	0.050942
0.193501	0.051157
0.190470	0.051368
0.187439	0.051574
0.184407	0.051775
0.181375	0.051972
0.178343	0.052165
0.175311	0.052352
0.172278	0.052536
0.169245	0.052715
0.166212	0.052889
0.163179	0.053058
0.160145	0.053224
0.157111	0.053384
0.154077	0.053540
0.151043	0.053692
0.148008	0.053839
0.144974	0.053981
0.141939	0.054119
0.138903	0.054253
0.135868	0.054381
0.132948	0.054499
0.130056	0.054603
0.127163	0.054694
0.124269	0.054773
0.121375	0.054839
0.118480	0.054892
0.115584	0.054932
0.112688	0.054960
0.109791	0.054975
0.106893	0.054978
0.103995	0.054968
0.101096	0.054945
0.098196	0.054909
0.095295	0.054861
0.093109	0.054801
0.091045	0.054700
0.088988	0.054557
0.086938	0.054370
0.084894	0.054141
0.082855	0.053869
0.080820	0.053554
0.078789	0.053196
0.076759	0.052794
0.074731	0.052349
0.072793	0.051880
0.070923	0.051380
0.069073	0.050839
0.067243	0.050256
0.065431	0.049632
0.063637	0.048965
0.061857	0.048256
0.060034	0.047477
0.057376	0.046302
0.054635	0.045099
0.051880	0.043897
0.049248	0.042756
0.047435	0.041939
0.045668	0.041092
0.043933	0.040210
0.042230	0.039292
0.040556	0.038340
0.038910	0.037351
0.037292	0.036327
0.035700	0.035265
0.034133	0.034166
0.032591	0.033029
0.031071	0.031853
0.029575	0.030637
0.028100	0.029380
0.026646	0.028081
0.024889	0.026438
0.022920	0.024560
0.020969	0.022668
0.019036	0.020762
0.017121	0.018843
0.015223	0.016910
0.013342	0.014963
0.011479	0.013002
0.009634	0.011028
0.007806	0.009040
0.005995	0.007038
0.004201	0.005022
0.002585	0.003175
0.001433	0.001804
0.000320	0.000406
-0.000757	-0.001022
-0.001797	-0.002479
-0.002801	-0.003968
-0.003771	-0.005491
-0.004872	-0.007306
-0.006152	-0.009378
-0.007459	-0.011428
-0.008793	-0.013459
-0.010119	-0.015419
-0.011086	-0.016878
-0.011978	-0.018314
-0.012828	-0.019772
-0.013636	-0.021253
-0.014404	-0.022760
-0.015131	-0.024294
-0.015944	-0.026132
-0.016806	-0.028180
-0.017631	-0.030239
-0.018417	-0.032310
-0.019141	-0.034322
-0.019754	-0.036153
-0.020329	-0.038016
-0.020779	-0.039594
-0.020997	-0.040487
